country,iso3c,year,life_expectancy,gdp_per_capita_ppp,health_expenditure,access_clean_water,infant_mortality,region,income,life_expectancy_is_outlier,gdp_per_capita_ppp_is_outlier,health_expenditure_is_outlier,access_clean_water_is_outlier,infant_mortality_is_outlier,log_gdp_pc
Djibouti,DJI,2020,64.2,5527.00185229888,66.92816925,76.0499221845238,48.8,Middle East & North Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.617400786969606
Dominica,DMA,2000,71.715,7111.41320185002,259.0213623,93.8314189861825,16.6,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.869456265613435
Dominica,DMA,2010,71.68,10924.0953245506,369.75668335,95.0539090454005,22.5,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.298726208713578
Dominican Republic,DOM,2000,70.365,6639.01131864822,138.29624939,90.7924722514787,33.6,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.80071833359016
Dominican Republic,DOM,2010,72.039,11245.6811892201,270.03961182,94.1760683245957,30.7,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.327739439634742
Dominican Republic,DOM,2020,72.636,18998.3069667315,353.79364014,96.3065793359028,30.4,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.85210514716418
Ecuador,ECU,2010,75.188,8968.94040838943,287.00466919,89.5305233009271,16,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.101522821920373
Ecuador,ECU,2000,72.09,5728.25249857133,48.11405182,82.307372343955,24.1,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.653165789123415
Ecuador,ECU,2020,72.004,11526.8013009278,473.01956177,95.3597647097715,11.5,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.352430150743393
"Egypt, Arab Rep.",EGY,2000,67.332,5451.51566992118,69.37174988,98.2428696788173,39.6,Middle East & North Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.603648953566076
"Egypt, Arab Rep.",EGY,2010,69.078,8837.76450033703,105.07817841,98.5449648922307,25.6,Middle East & North Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.086789239073735
"Egypt, Arab Rep.",EGY,2020,69.79,15231.865417764,148.35269165,98.7671898041778,17.8,Middle East & North Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.631144921498679
El Salvador,SLV,2020,70.244,9392.68913817943,357.78799438,98.0305089627303,10.2,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.147686914395168
El Salvador,SLV,2010,70.909,6247.91452716829,270.69418335,89.5841918914407,15.6,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.740003011395267
El Salvador,SLV,2000,67.711,4422.44510574248,155.52601624,78.6360268784025,26.5,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.39444801346227
Equatorial Guinea,GNQ,2000,53.395,7420.39310111594,18.24036026,51.0981422023709,106.5,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,TRUE,8.911987313345165
Equatorial Guinea,GNQ,2010,58.344,26167.8268525276,222.45153809,60.4413645239922,75.1,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,10.172285952432633
Eritrea,ERI,2000,56.285,1557.87580231581,14.03034782,46.8142131635351,50.8,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,FALSE,7.351078507152946
Eritrea,ERI,2010,63.665,1599.19106106457,26.00652122,49.9773803285471,37.5,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,FALSE,7.37725319354111
Estonia,EST,2000,70.4170731707317,9422.49706491914,209.97769165,97.3621551958531,8.8,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.150855413644202
Estonia,EST,2010,75.4292682926829,21616.7122418461,966.19024658,99.0214415324715,3.6,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.981222009409466
Estonia,EST,2020,78.5951219512195,40672.1340402132,1789.03417969,99.9999977228497,1.8,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.613298469622352
Eswatini,SWZ,2020,59.862,9297.5881020884,236.25013733,71.4406737893323,47.1,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.13751030164445
Eswatini,SWZ,2010,48.331,7230.86004359533,343.04284668,62.0811041747319,62,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.88611326293237
Eswatini,SWZ,2000,47.627,4422.62770357704,76.93126678,53.4105715325038,73,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.39448930149653
Ethiopia,ETH,2000,50.88,473.903313508447,5.28970861,18.6823027003951,92.2,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,TRUE,6.161003320948354
Ethiopia,ETH,2010,59.709,995.65397860146,16.17102051,33.98875142441,59.3,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,FALSE,6.903399786180691
Ethiopia,ETH,2020,65.969,2406.78938478669,28.28001595,48.6553476821695,39.6,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,FALSE,7.7860489328273665
Fiji,FJI,2010,66.778,7476.10752715045,127.65603638,95.0769806101148,16.8,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.919467551450944
Fiji,FJI,2000,66.194,5623.48028399028,74.28569794,94.817182547085,16.6,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.634706018834601
Fiji,FJI,2020,66.924,11235.2760396525,256.25967407,95.418355401602,21.9,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.326813753935092
Finland,FIN,2010,79.8707317073171,38950.5525874191,4251.52880859,99.9999976511244,2.4,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.570048238295026
Finland,FIN,2020,81.9317073170732,53296.5792798852,4736.21435547,100,1.8,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.883627429480615
Finland,FIN,2000,77.4658536585366,26777.1143421587,1726.74438477,100,3.5,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.19530285922562
France,FRA,2000,79.0560975609756,26001.8796983416,2161.85302734,99.999998548443,4.1,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.165924110480445
France,FRA,2020,82.1756097560976,49481.8044309655,4747.51367188,99.9999980735321,3.3,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.809360293726805
France,FRA,2010,81.6634146341463,35911.5438581409,4592.38330078,99.9999974852696,3.1,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.488814078725413
Gabon,GAB,2020,67.073,14477.1308291818,225.32466125,86.3106054147686,28.5,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.580325499150012
Gabon,GAB,2000,61.81,13326.1169521318,123.05036926,80.4033637747278,50.8,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.497481069320786
Gabon,GAB,2010,64.715,14014.6905491122,206.87702942,83.4613514987606,38.7,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.547861383377398
"Gambia, The",GMB,2010,61.167,2266.82898238442,32.99832535,78.4736042784807,51.7,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,FALSE,7.726137209807703
"Gambia, The",GMB,2000,56.899,1731.3384764555,74.83678436,72.1075908501495,73.2,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,FALSE,7.456650074163668
"Gambia, The",GMB,2020,64.418,2530.80414937307,26.85589027,84.4849824727792,37.2,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,FALSE,7.8362923768213575
Georgia,GEO,2020,73.509,16791.2598654465,351.94335938,94.672099902079,8.2,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.728613783912017
Georgia,GEO,2010,71.732,7711.80683889487,285.15029907,95.1672307839579,11.7,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.950507789152907
Georgia,GEO,2000,70.091,3161.19582490118,52.25807953,94.5605847174906,29.4,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.058705660597688
Germany,DEU,2010,79.9878048780488,39730.4897885271,4611.421875,99.9999998078699,3.5,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.58987417665934
Germany,DEU,2000,77.9268292682927,27467.7824174767,2344.41088867,100,4.4,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.220769048399914
Germany,DEU,2020,81.0414634146342,58685.872699771,5932.20019531,100,3.1,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.97995430734077
Ghana,GHA,2010,61.297,3855.46891716757,80.57714844,75.6140589422072,45.7,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.257247917294615
Ghana,GHA,2000,58.139,2315.17803047482,10.4517746,65.2185051906446,61.8,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.7472418665763305
Ghana,GHA,2020,64.309,6047.30111673554,97.37677765,86.3168084779609,31.4,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.707367355086935
Greece,GRC,2010,80.3878048780488,27841.8591363591,2564.36938477,99.9185714433922,3.3,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.23429589154196
Greece,GRC,2020,81.2878048780488,29533.087740299,1674.78417969,100,3.4,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.293266532099256
Greece,GRC,2000,77.8878048780488,18815.8357857409,885.41052246,99.6861596905295,5.5,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.842454123286805
Grenada,GRD,2000,72.955,7305.72456197879,259.33764648,93.3076378093218,13.3,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.89641350639528
Grenada,GRD,2010,74.731,10344.3839189192,374.46508789,95.6307875050065,13.9,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.244199034894343
Guatemala,GTM,2010,69.885,6510.09980949963,175.31318665,90.2759187313067,28.2,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.781110066805459
Guatemala,GTM,2020,69.971,10947.3705618969,289.21640015,93.880093537322,19.7,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.300854575074885
Guatemala,GTM,2000,67.102,4714.96666200848,83.61930084,86.5006228387363,40.8,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.458497124418697
Guinea,GIN,2020,59.35,3331.85663003801,41.1027565,68.9206309644388,66,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.111284974161117
Guinea,GIN,2010,56.431,1621.69161141242,22.59741783,57.044784449947,74.4,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.391225087999624
Guinea,GIN,2000,52.42,1195.80611453345,22.71722412,50.020186832808,97,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,TRUE,TRUE,7.086575809774967
Guinea-Bissau,GNB,2010,56.999,1369.68917066121,31.61246872,59.1858600366544,67.8,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,FALSE,7.222339110351347
Guinea-Bissau,GNB,2020,61.343,2310.37430731557,68.1931076,61.5396569932828,47,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,FALSE,7.745164828188082
Guinea-Bissau,GNB,2000,50.565,1013.97349183331,13.2785511,55.2996278316054,100.3,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,TRUE,6.921632041633193
Guyana,GUY,2010,66.204,9336.59830212594,162.70393372,91.8324234736991,33.9,Latin America & Caribbean,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.141697257402074
Guyana,GUY,2000,64.075,5859.91791902933,62.37635422,88.5382896920679,41.3,Latin America & Caribbean,High income,FALSE,FALSE,FALSE,FALSE,FALSE,8.675890875481377
Guyana,GUY,2020,67.751,16819.4228714695,367.11260986,95.2768850219634,26.2,Latin America & Caribbean,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.730289620897215
Haiti,HTI,2010,45.577,2694.91104137315,55.73518753,62.2007893646649,78.6,Latin America & Caribbean,Lower middle income,TRUE,FALSE,FALSE,FALSE,FALSE,7.899120474031376
Haiti,HTI,2020,63.773,3103.18066312462,44.4271965,66.6953102748929,43.8,Latin America & Caribbean,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.040182884836886
Haiti,HTI,2000,58.175,2228.50133637731,30.35855865,56.23929167461,70.7,Latin America & Caribbean,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.709084592062136
Honduras,HND,2010,69.77,3757.5464206245,165.19970703,90.5660867175185,20.2,Latin America & Caribbean,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.231521475675768
Honduras,HND,2020,70.864,5384.69831983038,212.7419281,95.0204478168117,14.6,Latin America & Caribbean,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.59131656570556
Honduras,HND,2000,68.302,2587.42253930427,68.48374939,85.351031542682,29.6,Latin America & Caribbean,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.858417500624753
Hungary,HUN,2000,71.2463414634146,11869.1315889398,313.10858154,99.9645781932888,8.7,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.381696324770665
Hungary,HUN,2020,75.419512195122,35583.5855675637,1172.83972168,99.9999999799691,3.4,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.479639730947437
Hungary,HUN,2010,74.2073170731707,21693.4020663431,983.11083984,99.968930486175,5.1,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.984763441053042
Iceland,ISL,2020,83.0634146341463,55796.7454667632,5692.89111328,100,2,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.929470821700034
Iceland,ISL,2010,81.8975609756097,39768.4169599139,3614.03833008,100,2.1,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.590828332529288
Iceland,ISL,2000,79.6536585365854,29782.8738104215,2855.57470703,100,3.2,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.301688802939381
India,IND,2010,67.162,4206.45986002117,44.79586029,86.1508722744759,46.7,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.344376684575476
India,IND,2000,62.749,2090.85806894486,18.47883415,79.879271219411,66.3,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.645329820006207
India,IND,2020,70.156,6966.27542785911,63.83099747,92.1456047702605,28.2,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.848835989027325
Indonesia,IDN,2000,66.292,4639.03942639464,15.39148712,75.2848191583704,41.3,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.442262603615099
Indonesia,IDN,2020,68.817,11729.3674458448,131.8225708,92.5873956949722,18.6,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.369851014008013
Indonesia,IDN,2010,68.364,8353.45684733249,85.55950165,84.5326117527197,27.1,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.03043072586567
"Iran, Islamic Rep.",IRN,2000,70.166,10729.358009814,79.89089203,94.1533951020254,31.5,Middle East & North Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.28073900250337
"Iran, Islamic Rep.",IRN,2010,74.39,17865.9413811134,424.60494995,96.029218401844,17.2,Middle East & North Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.790651463226142
"Iran, Islamic Rep.",IRN,2020,74.141,14110.3191444298,201.4589386,97.4494755938991,11.7,Middle East & North Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.554661662906435
Iraq,IRQ,2020,69.651,10573.9304750715,248.04725647,98.3599065549598,22.9,Middle East & North Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.266146861690698
Iraq,IRQ,2010,68.092,12186.1929623841,144.54083252,89.7476799907742,30.9,Middle East & North Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.408058865442968
Ireland,IRL,2000,76.5365853658537,30209.4656208159,1564.83764648,97.2116915316311,6,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.315910585406522
Ireland,IRL,2010,80.7439024390244,43216.9847302406,5133.45507813,96.5536018695621,3.6,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.67398886201494
Ireland,IRL,2020,82.4560975609756,97799.9225748607,6098.26660156,96.0000577460047,3.1,Europe & Central Asia,High income,FALSE,TRUE,TRUE,FALSE,FALSE,11.490679064354504
Israel,ISR,2000,78.9536585365854,25783.17345746,1473.00915527,100,5.6,Middle East & North Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.157477366568953
Israel,ISR,2020,82.6487804878049,40955.2856179152,3616.50219727,100,2.8,Middle East & North Africa,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.620236155870328
Israel,ISR,2010,81.6024390243903,29455.8218132531,2237.90795898,100,3.7,Middle East & North Africa,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.290646854203242
Italy,ITA,2010,82.0365853658537,34977.9942339965,3217.68286133,99.8141842053233,3.4,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.462474406562547
Italy,ITA,2000,79.7780487804878,27146.321184003,1524.23962402,99.5570595333996,4.7,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.208996816512775
Italy,ITA,2020,82.1951219512195,44435.6434393527,3062.09838867,99.9170340740928,2.5,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.70179720653027
Jamaica,JAM,2000,71.281,6463.53022417725,194.91415405,93.140042023831,18.9,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.773930921844771
Jamaica,JAM,2010,71.979,8080.14850837338,254.69741821,91.2383432127958,17.9,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.997165531095416
Jamaica,JAM,2020,71.452,8991.16205633754,323.30215454,91.0299453618372,18,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.103997380106348
Japan,JPN,2020,84.56,42425.6946789651,4486.63671875,99.0995295494953,1.8,East Asia & Pacific,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.655509464251578
Japan,JPN,2010,82.8426829268293,35335.3735103814,4071.80200195,98.7274033203737,2.4,East Asia & Pacific,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.472639823619007
Japan,JPN,2000,81.0760975609756,27287.2701912718,2751.38452148,98.5041275829008,3.3,East Asia & Pacific,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.214175579064488
Jordan,JOR,2010,73.797,9416.64386806071,303.8081665,98.7953569289247,17,Middle East & North Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.15023402681265
Jordan,JOR,2000,71.926,5640.65728199166,151.33486938,98.5618157391789,22.9,Middle East & North Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.637755877062144
Jordan,JOR,2020,75.583,9579.20081317696,286.19711304,98.9605142327008,13.3,Middle East & North Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.167349445060946
Kazakhstan,KAZ,2000,63.793,7418.19612076858,49.093647,90.1456856906055,36,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.911691196196752
Kazakhstan,KAZ,2010,68.257,18641.8061477073,240.6149292,93.658151284706,16.7,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.833161979881664
Kazakhstan,KAZ,2020,71.195,29039.8229624509,329.57086182,95.434966101715,8,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,10.276423372585814
Kenya,KEN,2000,56.084,1906.89794095999,21.53400993,47.5215439625049,63.8,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,TRUE,FALSE,7.55323308605605
Kenya,KEN,2010,60.915,2634.89271323826,58.8164711,54.6774682238522,41.4,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.876597744107931
Kenya,KEN,2020,61.596,4792.57315847182,86.59217834,61.5318675559739,36.9,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.474822740003459
Kiribati,KIR,2020,65.205,2710.90622817554,239.24353027,74.3094772830817,41.9,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.905038259514803
Kiribati,KIR,2010,65.859,1724.46710150819,133.15927124,68.1872255114254,42.1,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.45267335507587
Kiribati,KIR,2000,64.674,1637.93601427336,65.61151886,60.893231266574,49.1,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.4011922003248465
"Korea, Rep.",KOR,2010,80.1170731707317,31736.6284370925,1413.15209961,99.0287472325009,3.3,East Asia & Pacific,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.365226764023962
"Korea, Rep.",KOR,2020,83.4268292682927,45142.7634505403,2649.33422852,99.8476930598844,2.5,East Asia & Pacific,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.717585268048866
Kuwait,KWT,2020,78.7609756097561,41461.7235103219,1523.4276123,100,7.7,Middle East & North Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.632525955562837
Kuwait,KWT,2010,77.7262195121951,75184.0866636559,1050.41589355,100,9.1,Middle East & North Africa,High income,FALSE,TRUE,FALSE,FALSE,FALSE,11.227694874029417
Kuwait,KWT,2000,76.2258780487805,58702.8673247959,425.20968628,100,10.6,Middle East & North Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.980243851723648
Kyrgyz Republic,KGZ,2000,68.5585365853659,1861.86559711699,12.0349474,80.1783460675784,44,Europe & Central Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.5293342732322985
Kyrgyz Republic,KGZ,2010,69.3,3075.61554332455,60.67642975,85.3389954123315,25.7,Europe & Central Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.031260336898848
Kyrgyz Republic,KGZ,2020,71.8,5178.5619670404,61.40720367,90.7146537383369,15.6,Europe & Central Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.552282684171571
Lao PDR,LAO,2010,63.69,3772.26605172404,34.52460861,67.8600517437763,58.7,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.23543117459686
Lao PDR,LAO,2000,58.317,1793.88582607334,14.10313892,46.143848205213,86.8,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,TRUE,FALSE,7.49213939849391
Lao PDR,LAO,2020,68.339,7913.38660650276,51.96581268,85.2197393366705,39,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.9763111115499
Latvia,LVA,2020,75.1853658536585,32741.4207691987,1313.35412598,98.7902639963924,3.2,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.396396245499716
Latvia,LVA,2000,70.3146341463415,7840.88147857358,181.57072449,97.8027224566011,11.6,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,8.967106540515811
